Project,HashId,BugId,BugType,BugReportDate,FixDate,FixHashId,File
cinder,03a41f863b160384593ef8df130f369a0c22d393,1224030,Bug,1378266590,1378937223,f8ac42460dca22f83a59097530f73b282129cc2b,cinder/volume/drivers/glusterfs.py
cinder,03a41f863b160384593ef8df130f369a0c22d393,1252864,Bug,1378266590,1384914318,d8a11168c908fe6c6a07fbb30a5bc88a6df6e939,cinder/tests/test_glusterfs.py
cinder,03a41f86BIC3b160384593ef8df130f369a0c22d393,1262880,Bug,1378266590,1387508444,186221779a92002ff9fa13c254710c0abb3803be,cinder/tests/test_glusterfs.py
cinder,03a41f863b160384593ef8df130f369a0c22d393,1262880,Bug,1378266590,1387508444,186221779a92002ff9fa13c254710c0abb3803be,cinder/volume/drivers/glusterfs.py
cinder,03a41f863b160384593ef8df130f369a0c22d393,1311182,Bug,1378266590,1398195261,3fd0a403b2688a52603accb9cc530a6b0ccad066,cinder/volume/drivers/glusterfs.py
cinder,04608f9126d2bc34abff7a80afe7ad1a39679a04,1251126,Bug,1380020290,1384429013,8f8be6815e6a7d26165ee6f185821597e56cb740,cinder/tests/test_vmware_vmdk.py
cinder,046c4ed223f0a60ade90b0fff92625ab7e6a6ab2,1226830,Bug,1378632935,1379466664,587a7e35aa7f0c1cccfa366b795424ba55808e1a,cinder/brick/initiator/connector.py
cinder,04ec96cdc95396ba2f35493a632b603d182ab6ae,1258033,Bug,1379611633,1386243786,dd9536ac6e6df0e1ae6754e580b99cfbfd05eb77,cinder/volume/drivers/san/hp/hp_3par_common.py
cinder,04ec96cdc95396ba2f35493a632b603d182ab6ae,1283233,Bug,1379611633,1393034207,e31b9e78374bcaeae573cce2915897ceb870ffc3,cinder/volume/drivers/san/hp/hp_3par_common.py
cinder,0505bb268942534ad5d6ecd5e34a4d9b0e7f5c04,1356368,Bug,1401388125,1407950836,5868e8f285d23b56ca6123dab760342c57bf8c80,cinder/volume/api.py
cinder,051aa362ff1f52926b1725ab24b3b21bfb5e5e21,1285673,Bug,1386834623,1393526793,2e15055eb572b1745e8c4a14b186e5defb7971f0,cinder/tests/scheduler/fakes.py
cinder,051aa362ff1f52926b1725ab24b3b21bfb5e5e21,1285673,Bug,1386834623,1393526793,2e15055eb572b1745e8c4a14b186e5defb7971f0,cinder/tests/scheduler/test_capacity_weigher.py
cinder,051aa362ff1f52926b1725ab24b3b21bfb5e5e21,1285673,Bug,1386834623,1393526793,2e15055eb572b1745e8c4a14b186e5defb7971f0,cinder/tests/scheduler/test_host_manager.py
cinder,063e515e780c241ddac755b0b9a2414316d983f5,1348787,Bug,1404929297,1406332297,aad4e2437736270af7164df4fc34174bf3fb49f9,cinder/utils.py
cinder,06b26a8ab82fa4584f8bc0a217296f7b7510d0a4,1224030,Bug,1360944595,1378937223,f8ac42460dca22f83a59097530f73b282129cc2b,cinder/tests/test_glusterfs.py
cinder,06b26a8ab82fa4584f8bc0a217296f7b7510d0a4,1300303,Bug,1360944595,1396296788,5f00cad02da1093d71f636add0810a538cbd444f,cinder/tests/test_glusterfs.py
cinder,06dd7f28d1d3ec8619df0d25ddfe977d538897b3,1349936,Bug,1404415864,1406664415,8f8a8a6ffe14cf7bb461dc26d178bf8acc8ddf12,cinder/db/sqlalchemy/api.py
cinder,0756cf8ec3f2c73b4141b4b6dc597e82e47de669,1342046,Bug,1401190591,1405430268,ed2f3ad04410e1236eba95ef6d9025aa901ddbf3,cinder/tests/test_volume.py
cinder,07ad47ef80dd71e1216331b3b95f5be280455cbd,1291181,Bug,1393826220,1394613151,1e4d070a5b638de58c87363b18a76171dcd0ce38,cinder/tests/test_vmware_vmdk.py
cinder,07ad47ef80dd71e1216331b3b95f5be280455cbd,1291181,Bug,1393826220,1394613151,1e4d070a5b638de58c87363b18a76171dcd0ce38,cinder/volume/drivers/vmware/error_util.py
cinder,07ad47ef80dd71e1216331b3b95f5be280455cbd,1291181,Bug,1393826220,1394613151,1e4d070a5b638de58c87363b18a76171dcd0ce38,cinder/volume/drivers/vmware/vmdk.py
cinder,07ad47ef80dd71e1216331b3b95f5be280455cbd,1291804,Bug,1393826220,1394705553,1e4d070a5b638de58c87363b18a76171dcd0ce38,cinder/tests/test_vmware_vmdk.py
cinder,07ad47ef80dd71e1216331b3b95f5be280455cbd,1291804,Bug,1393826220,1394705553,1e4d070a5b638de58c87363b18a76171dcd0ce38,cinder/volume/drivers/vmware/error_util.py
cinder,07ad47ef80dd71e1216331b3b95f5be280455cbd,1291804,Bug,1393826220,1394705553,1e4d070a5b638de58c87363b18a76171dcd0ce38,cinder/volume/drivers/vmware/vmdk.py
cinder,07ad47ef80dd71e1216331b3b95f5be280455cbd,1380675,Bug,1393826220,1413227867,6ac6225e72bde92f66da8e92c563c140471b949b,cinder/tests/test_vmware_vmdk.py
cinder,0802e199640c9a15707b33b71235c226ad511144,1244415,Bug,1378200661,1382661857,2737c76cb2fb436f117a4f635aebca7a01691d88,cinder/tests/test_utils.py
cinder,0916370a486419b9606331d972666f1551d499d9,1343142,Bug,1392150992,1405595922,6b7b705be4592c7a5406b1fda62fe83f73d869f6,cinder/volume/drivers/ibm/storwize_svc/helpers.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1237557,Bug,1377859481,1381356227,015555acb75ee4d9298915951d2bfaf0d19d2b02,cinder/tests/test_vmware_vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1237557,Bug,1377859481,1381356227,015555acb75ee4d9298915951d2bfaf0d19d2b02,cinder/volume/drivers/vmware/vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1250816,Bug,1377859481,1384359265,b85cc49588c9f40e091801af33da8c7575058ec0,cinder/tests/test_vmware_vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1250816,Bug,1377859481,1384359265,b85cc49588c9f40e091801af33da8c7575058ec0,cinder/volume/drivers/vmware/vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1250816,Bug,1377859481,1384359265,b85cc49588c9f40e091801af33da8c7575058ec0,cinder/volume/drivers/vmware/volumeops.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1251126,Bug,1377859481,1384429013,8f8be6815e6a7d26165ee6f185821597e56cb740,cinder/tests/test_vmware_vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1258100,Bug,1377859481,1386258294,7aabee6f76fb390faac68f8195dab4018917bae4,cinder/volume/drivers/vmware/vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1275682,Bug,1377859481,1391439710,86591a24d48fe19be427b5a8981821fcdb85bb37,cinder/tests/test_vmware_vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1275682,Bug,1377859481,1391439710,86591a24d48fe19be427b5a8981821fcdb85bb37,cinder/volume/drivers/vmware/vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1275682,Bug,1377859481,1391439710,86591a24d48fe19be427b5a8981821fcdb85bb37,cinder/volume/drivers/vmware/volumeops.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1278028,Bug,1377859481,1404461198,a82bae3f7b56fb84377fa6571b9f21ca6809da0e,cinder/volume/drivers/vmware/vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1284284,Bug,1377859481,1393289979,5eac161aa81a68e7cc4adb92798f6c3e849da81c,cinder/volume/drivers/vmware/vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1284979,Bug,1377859481,1393411006,7ca4bea7e3d8688c847bdbcfe3e60900c61c297c,cinder/volume/drivers/vmware/api.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1287176,Bug,1377859481,1393872356,5eac161aa81a68e7cc4adb92798f6c3e849da81c,cinder/volume/drivers/vmware/vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1287185,Bug,1377859481,1393873439,5eac161aa81a68e7cc4adb92798f6c3e849da81c,cinder/volume/drivers/vmware/vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1291181,Bug,1377859481,1394613151,1e4d070a5b638de58c87363b18a76171dcd0ce38,cinder/volume/drivers/vmware/vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1291804,Bug,1377859481,1394705553,1e4d070a5b638de58c87363b18a76171dcd0ce38,cinder/volume/drivers/vmware/vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1294598,Bug,1377859481,1395240961,bc115eaa477d30826ac17986a6e45844b456e206,cinder/volume/drivers/vmware/api.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1294598,Bug,1377859481,1395240961,bc115eaa477d30826ac17986a6e45844b456e206,cinder/volume/drivers/vmware/error_util.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1301348,Bug,1377859481,1396455661,4be8913520f5e9fe4109ade101da9509e4a83360,cinder/tests/test_vmware_vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1301348,Bug,1377859481,1396455661,4be8913520f5e9fe4109ade101da9509e4a83360,cinder/volume/drivers/vmware/vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1302514,Bug,1377859481,1396625383,bc115eaa477d30826ac17986a6e45844b456e206,cinder/volume/drivers/vmware/api.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1302514,Bug,1377859481,1396625383,bc115eaa477d30826ac17986a6e45844b456e206,cinder/volume/drivers/vmware/error_util.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1340315,Bug,1377859481,1405027872,15a93312641bb6121d20c7749481104a1ab34bd0,cinder/volume/drivers/vmware/volumeops.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1341954,Bug,1377859481,1405413327,6a41fe9c5c98a14a355fa81b41aae2c4b0ce0a7b,cinder/volume/drivers/vmware/vim.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1356794,Bug,1377859481,1408023247,f668b347ca181229fab4b89fda25f1aadfbfdef1,cinder/volume/drivers/vmware/volumeops.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1379830,Bug,1377859481,1412969371,48cb82971e0418f9a629e2b39d0433dc2c0e6919,cinder/tests/test_vmware_vmdk.py
cinder,09bc92646003f6ead7758ea582acd4a563067f83,1379830,Bug,1377859481,1412969371,48cb82971e0418f9a629e2b39d0433dc2c0e6919,cinder/volume/drivers/vmware/vmdk.py
cinder,09f6fe636416ac63e1463d14d469af8f93a6ddf0,1357432,Bug,1406588649,1408132293,7e95b05b937e632ae8aee82cfa8f6f31835e6316,cinder/volume/manager.py
cinder,0a155bea36aee44c5e7ecd026efe9537eee25eda,1226830,Bug,1372266467,1379466664,587a7e35aa7f0c1cccfa366b795424ba55808e1a,cinder/brick/initiator/connector.py
cinder,0a155bea36aee44c5e7ecd026efe9537eee25eda,1266048,Bug,1372266467,1388868853,3e4f554f614c8cb6d5f014c72f3c635184a4dec2,cinder/brick/initiator/connector.py
cinder,0a155bea36aee44c5e7ecd026efe9537eee25eda,1286712,Bug,1372266467,1393757873,5c1d0a6246cbd3f05f6c41e7cfc7046fa3431726,cinder/tests/brick/test_brick_linuxscsi.py
cinder,0a155bea36aee44c5e7ecd026efe9537eee25eda,1286714,Bug,1372266467,1393758271,5c1d0a6246cbd3f05f6c41e7cfc7046fa3431726,cinder/tests/brick/test_brick_linuxscsi.py
cinder,0a155bea36aee44c5e7ecd026efe9537eee25eda,1286742,Bug,1372266467,1393769654,5c1d0a6246cbd3f05f6c41e7cfc7046fa3431726,cinder/tests/brick/test_brick_linuxscsi.py
cinder,0a155bea36aee44c5e7ecd026efe9537eee25eda,1286809,Bug,1372266467,1393788027,5c1d0a6246cbd3f05f6c41e7cfc7046fa3431726,cinder/tests/brick/test_brick_linuxscsi.py
cinder,0a155bea36aee44c5e7ecd026efe9537eee25eda,1375382,Bug,1372266467,1412026156,5d22ec17c7548f3de85ba9e3ad54ce5799dc5fff,cinder/brick/initiator/connector.py
cinder,0c33d1443447e76481fdcc19af1b000d60219d10,1287944,Bug,1393807671,1393988796,48955e56b886c0da51c1555aca62e099761ad99b,cinder/volume/drivers/emc/emc_cli_iscsi.py
cinder,0c33d1443447e76481fdcc19af1b000d60219d10,1287944,Bug,1393807671,1393988796,48955e56b886c0da51c1555aca62e099761ad99b,cinder/volume/drivers/emc/emc_vnx_cli.py
cinder,0c507aa6d08a9471bf896961cc99d40f337f1e4d,1261849,Bug,1354922679,1387319894,edc93383f7cd9d055d655a8e345a3efa81b7de5b,cinder/tests/api/v2/test_volumes.py
cinder,0c507aa6d08a9471bf896961cc99d40f337f1e4d,1265893,Bug,1354922679,1388795811,c32302c5d5f35df39b49d32fcba47a4d36b3783a,cinder/tests/api/v2/test_volumes.py
cinder,0c507aa6d08a9471bf896961cc99d40f337f1e4d,1356368,Bug,1354922679,1407950836,5868e8f285d23b56ca6123dab760342c57bf8c80,cinder/tests/api/v2/test_volumes.py
cinder,0c6c57d70826b36db30795fa993cf677a4c2a6e4,1298608,Bug,1393536648,1395967607,57e8cdb9dd8e24919bc2243438a6bded53491b3e,cinder/volume/drivers/san/hp/hp_lefthand_cliq_proxy.py
cinder,0d8e026dab830d0a1e836f7e3f1d84ea7ccfd6a4,1203152,Bug,1343743486,1374274944,7aa4f65a8c17aa037deff0f5b534ed694c17e62a,cinder/tests/test_storwize_svc.py
cinder,0d8e026dab830d0a1e836f7e3f1d84ea7ccfd6a4,1244257,Bug,1343743486,1382640126,8185d1b5db421441ebba128f23f840a42f9bf050,cinder/volume/drivers/storwize_svc.py
cinder,0de59a856e554e0c8e784ed83b86534176b7716b,1220557,Bug,1373978592,1378294923,6956065f0b336c0d4edeba265fae8c9f7cddb736,cinder/volume/drivers/sheepdog.py
cinder,0e44ba4c273f41195d0361d3c48df76e2e5add76,1310559,Bug,1393909570,1398092302,a221a30b32aa94077f352719b2637b51c1809069,cinder/tests/test_storwize_svc.py
cinder,0e5cb31afd4d05e2ab9f63cc27f0389ceafc67ae,1235358,Bug,1372344199,1382017937,6e287c0f2bb7d4994d50f1763f412277e4dac6f7,cinder/tests/test_image_utils.py
cinder,0e5cb31afd4d05e2ab9f63cc27f0389ceafc67ae,1300906,Bug,1372344199,1396387964,e6c03e15e8caa957716eabfee047240622ac3bf5,cinder/image/image_utils.py
cinder,0e83faf4b84722a88ab35d8f0c3e391b0ec2d2af,1279897,Bug,1392065974,1392329535,0c6c57d70826b36db30795fa993cf677a4c2a6e4,cinder/volume/drivers/san/hp/hp_lefthand_cliq_proxy.py
cinder,0e83faf4b84722a88ab35d8f0c3e391b0ec2d2af,1298608,Bug,1392065974,1395967607,57e8cdb9dd8e24919bc2243438a6bded53491b3e,cinder/tests/test_hplefthand.py
cinder,0e83faf4b84722a88ab35d8f0c3e391b0ec2d2af,1316824,Bug,1392065974,1399428985,f2a6e77bc75ea72a374ded4dba82cf2e95c11404,cinder/tests/test_hplefthand.py
cinder,0e83faf4b84722a88ab35d8f0c3e391b0ec2d2af,1325116,Bug,1392065974,1401502900,759b3dcefc708aade88fd9c5906f86de9c7c67a8,cinder/volume/drivers/san/hp/hp_lefthand_iscsi.py
cinder,0e83faf4b84722a88ab35d8f0c3e391b0ec2d2af,1341752,Bug,1392065974,1405383503,e8273cdb3f4a838aad78f298658f7685bc90d02f,cinder/volume/drivers/san/hp/hp_lefthand_rest_proxy.py
cinder,0e83faf4b84722a88ab35d8f0c3e391b0ec2d2af,1348787,Bug,1392065974,1406332297,aad4e2437736270af7164df4fc34174bf3fb49f9,cinder/volume/drivers/san/hp/hp_lefthand_rest_proxy.py
cinder,0ee31073c5cb432a9cdd2648e99aa802b0ed0a17,1225194,Bug,1373640615,1379120394,863ae9f484089aa5d9e576255b39288da82c1100,cinder/tests/test_volume.py
cinder,0ee31073c5cb432a9cdd2648e99aa802b0ed0a17,1225194,Bug,1373640615,1379120394,863ae9f484089aa5d9e576255b39288da82c1100,cinder/volume/drivers/lvm.py
cinder,0f11f016c56db89188051661ad9dce8f0ef920f7,1247998,Bug,1375777646,1383627737,e066158b5235a3879fe90fa3bd813fc3363c01f5,cinder/tests/test_rbd.py
cinder,0fbe00f70da73e0cc58ddf7c9fdead261392778d,1269958,Bug,1368458297,1389927305,9c1ad54e7815d50d9561d88337724ad2042c92a2,cinder/tests/brick/test_brick_lvm.py
cinder,0fbe00f70da73e0cc58ddf7c9fdead261392778d,1283338,Bug,1368458297,1393059335,379273925517e8b9bf971e018a1dc41f809c4814,cinder/brick/local_dev/lvm.py
cinder,106bf560e291b9b8a0690680170db575086e04b3,1220557,Bug,1378016424,1378294923,6956065f0b336c0d4edeba265fae8c9f7cddb736,cinder/volume/drivers/windows/windows.py
cinder,106bf560e291b9b8a0690680170db575086e04b3,1235358,Bug,1378016424,1382017937,6e287c0f2bb7d4994d50f1763f412277e4dac6f7,cinder/image/image_utils.py
cinder,106bf560e291b9b8a0690680170db575086e04b3,1299124,Bug,1378016424,1396041906,601d54c9ef926fa2d8abfe0121019f7ad94eefd5,cinder/volume/drivers/windows/windows_utils.py
cinder,106bf560e291b9b8a0690680170db575086e04b3,1299131,Bug,1378016424,1396042862,23e820abb8685573f97f5e3764225a97dd695127,cinder/volume/drivers/windows/windows.py
cinder,106bf560e291b9b8a0690680170db575086e04b3,1299150,Bug,1378016424,1396045311,1f6972f3fdfb87b09c03f3c2c7ab1870d90e0dc2,cinder/tests/{ => windows}/test_windows.py
cinder,106bf560e291b9b8a0690680170db575086e04b3,1299150,Bug,1378016424,1396045311,1f6972f3fdfb87b09c03f3c2c7ab1870d90e0dc2,cinder/volume/drivers/windows/windows.py
cinder,106bf560e291b9b8a0690680170db575086e04b3,1300906,Bug,1378016424,1396387964,e6c03e15e8caa957716eabfee047240622ac3bf5,cinder/volume/drivers/windows/windows.py
cinder,106bf560e291b9b8a0690680170db575086e04b3,1304516,Bug,1378016424,1396987908,131777688562b1ec020327067d89da1535b99640,cinder/volume/drivers/windows/windows_utils.py
cinder,106bf560e291b9b8a0690680170db575086e04b3,1306032,Bug,1378016424,1397159510,9026db874634a78b8cdd3abb45a75a37f6ededfe,cinder/tests/windows/test_windows.py
cinder,106bf560e291b9b8a0690680170db575086e04b3,1306032,Bug,1378016424,1397159510,9026db874634a78b8cdd3abb45a75a37f6ededfe,cinder/volume/drivers/windows/windows.py
cinder,106bf560e291b9b8a0690680170db575086e04b3,1306032,Bug,1378016424,1397159510,9026db874634a78b8cdd3abb45a75a37f6ededfe,cinder/volume/drivers/windows/windows_utils.py
cinder,10c5c93925abe3d34c4430e0ed852d8358fb2353,1291181,Bug,1393827006,1394613151,1e4d070a5b638de58c87363b18a76171dcd0ce38,cinder/tests/test_vmware_vmdk.py
cinder,10c5c93925abe3d34c4430e0ed852d8358fb2353,1291181,Bug,1393827006,1394613151,1e4d070a5b638de58c87363b18a76171dcd0ce38,cinder/volume/drivers/vmware/vmdk.py
cinder,10c5c93925abe3d34c4430e0ed852d8358fb2353,1291804,Bug,1393827006,1394705553,1e4d070a5b638de58c87363b18a76171dcd0ce38,cinder/tests/test_vmware_vmdk.py
cinder,10c5c93925abe3d34c4430e0ed852d8358fb2353,1291804,Bug,1393827006,1394705553,1e4d070a5b638de58c87363b18a76171dcd0ce38,cinder/volume/drivers/vmware/vmdk.py
cinder,10c5c93925abe3d34c4430e0ed852d8358fb2353,1380675,Bug,1393827006,1413227867,6ac6225e72bde92f66da8e92c563c140471b949b,cinder/tests/test_vmware_vmdk.py
cinder,10dcf874ac16e410993d9d929a89bb07305f46da,1293792,Bug,1394565877,1395104245,4cc2366623743393f89a198581fcb69dc04d31cd,cinder/tests/test_db_api.py
cinder,10dcf874ac16e410993d9d929a89bb07305f46da,1311277,Bug,1394565877,1398207503,8f112b270af0965a6f9aafbd83976c1ad22314f8,cinder/db/sqlalchemy/api.py
cinder,118e2530c445b2bd0199699ae2e79159f77e1a88,1270178,Bug,1386616337,1389989184,6c9f81b97ededf2b6401861f7d876851ff07b34b,cinder/openstack/common/rpc/matchmaker_ring.py
cinder,122d4e0865c8d3b3ae73f051e8e246706e59f7b9,1233861,Bug,1376488815,1380677832,645a84f990c90e28548cf35b4b5f242eb0e0c286,cinder/db/sqlalchemy/migrate_repo/versions/017_add_encryption_information.py
cinder,12441061fa4a378d78eb4f172a153bf135d450cc,1269958,Bug,1372951503,1389927305,9c1ad54e7815d50d9561d88337724ad2042c92a2,cinder/brick/local_dev/lvm.py
cinder,12548cc311d43d704d25c25a31478941ede27a6b,1363016,Bug,1403032177,1409320744,5c5f3c0684caada0fb7efe33d59bc7f1d66c72d8,cinder/image/image_utils.py
cinder,12548cc311d43d704d25c25a31478941ede27a6b,1363016,Bug,1403032177,1409320744,5c5f3c0684caada0fb7efe33d59bc7f1d66c72d8,cinder/tests/test_image_utils.py
cinder,12aae1a0728629f9e4e4cc2542756653aab2657b,1280100,Bug,1345058623,1392377566,aa7dd439c580378b1ca2d647c7c2b0c32289b2f1,cinder/tests/test_utils.py
cinder,1365ada3bcd8b9f7f4c1c7f7c9f158fc9ae867b3,1308058,Bug,1369782664,1397582164,993facb3bf753d23332236dc05b397850bf99144,cinder/tests/image/test_glance.py
cinder,141d9a1db1d523eff6e3310ece0d65c9aa51ee30,1269515,Bug,1375478547,1389825320,99379d6ec00b7bdfe5a625877d8e680f9240efcc,cinder/volume/drivers/san/hp/hp_3par_common.py
cinder,14a30e0b829a24e21d9c547d2e3fd773b1eab675,1270178,Bug,1342632469,1389989184,6c9f81b97ededf2b6401861f7d876851ff07b34b,cinder/openstack/common/rpc/common.py
cinder,14a30e0b829a24e21d9c547d2e3fd773b1eab675,1270178,Bug,1342632469,1389989184,6c9f81b97ededf2b6401861f7d876851ff07b34b,cinder/openstack/common/rpc/dispatcher.py
cinder,14a30e0b829a24e21d9c547d2e3fd773b1eab675,1270178,Bug,1342632469,1389989184,6c9f81b97ededf2b6401861f7d876851ff07b34b,cinder/openstack/common/rpc/proxy.py
cinder,14dc194af688a18b254aea761beb586214c56224,1229759,Bug,1378176845,1380046712,b30402eeeddefb855126a32fee15db164684ba8c,cinder/volume/drivers/huawei/huawei_dorado.py
cinder,14dc194af688a18b254aea761beb586214c56224,1229759,Bug,1378176845,1380046712,b30402eeeddefb855126a32fee15db164684ba8c,cinder/volume/drivers/huawei/huawei_t.py
cinder,15f971de5bce79648f812209df0f82622a3711d0,1178375,Bug,1342714819,1369290272,a1fe496e1113737d0b133a64078bc45c485dd3b2,cinder/openstack/common/rpc/impl_kombu.py
cinder,15f971de5bce79648f812209df0f82622a3711d0,1178375,Bug,1342714819,1369290272,a1fe496e1113737d0b133a64078bc45c485dd3b2,cinder/openstack/common/rpc/impl_qpid.py
cinder,15f971de5bce79648f812209df0f82622a3711d0,1234002,Bug,1342714819,1380710905,2a630f71af21334a1f3dd213205efcba1ef38ac4,cinder/openstack/common/rpc/__init__.py
cinder,15f971de5bce79648f812209df0f82622a3711d0,1270178,Bug,1342714819,1389989184,6c9f81b97ededf2b6401861f7d876851ff07b34b,cinder/openstack/common/rpc/amqp.py
cinder,15f971de5bce79648f812209df0f82622a3711d0,1270178,Bug,1342714819,1389989184,6c9f81b97ededf2b6401861f7d876851ff07b34b,cinder/openstack/common/rpc/impl_kombu.py
cinder,15f971de5bce79648f812209df0f82622a3711d0,1270178,Bug,1342714819,1389989184,6c9f81b97ededf2b6401861f7d876851ff07b34b,cinder/openstack/common/rpc/impl_qpid.py
cinder,15f971de5bce79648f812209df0f82622a3711d0,1270178,Bug,1342714819,1389989184,6c9f81b97ededf2b6401861f7d876851ff07b34b,cinder/openstack/common/rpc/matchmaker.py
cinder,15fba9a776a2a85c81679817b20b06ffecc66b6b,1271249,Bug,1380472892,1390343079,28b8ecc15d874644952bb74539c61becaf5f7d20,cinder/tests/test_iscsi.py
cinder,162aa28824fb6caa6e3adaf7ed268e9fae178a73,1247998,Bug,1377081335,1383627737,e066158b5235a3879fe90fa3bd813fc3363c01f5,cinder/tests/test_volume.py
cinder,1679acd53d1f0c330edf583afe8b347a7304499c,1260773,Bug,1386288593,1386967379,6ccc654a0509c4e308713f9e6fd95266cd112c9d,cinder/brick/local_dev/lvm.py
cinder,1679acd53d1f0c330edf583afe8b347a7304499c,1269958,Bug,1386288593,1389927305,9c1ad54e7815d50d9561d88337724ad2042c92a2,cinder/tests/brick/test_brick_lvm.py
cinder,1724c5cee71d3b32466dd9d6cabd22a3339546b4,1279137,Bug,1391209986,1392184970,dfb1a090334d705425e739e8174a9c1c07009433,cinder/tests/test_hp3par.py
cinder,1724c5cee71d3b32466dd9d6cabd22a3339546b4,1279137,Bug,1391209986,1392184970,dfb1a090334d705425e739e8174a9c1c07009433,cinder/volume/drivers/san/hp/hp_3par_common.py
cinder,1724c5cee71d3b32466dd9d6cabd22a3339546b4,1279137,Bug,1391209986,1392184970,dfb1a090334d705425e739e8174a9c1c07009433,cinder/volume/drivers/san/hp/hp_3par_fc.py
cinder,1724c5cee71d3b32466dd9d6cabd22a3339546b4,1279137,Bug,1391209986,1392184970,dfb1a090334d705425e739e8174a9c1c07009433,cinder/volume/drivers/san/hp/hp_3par_iscsi.py
